Gender,Age Group,Living Situation,Parent Education Level,Family Financial Status,Class,Department,Performance in English,Performance in Maths,Performance in Biology,Performance in Physics,Performance in Chemistry,Performance in Lit in English,Performance in Government,Performance in CRS,Performance in Commerce,Performance in Accounting,Performance in Economics,Study Hours per Week,Extra Tutoring,School Attendance,Experienced Bullying,Peer Pressure,Parents Attend Parent-Teacher Meeting,Confidence in Academic Ability,Access to Counseling,Motivation for Attending School,Last Exam Performance,Foundational Knowledge
Female,15 - 16,Both parents,Post-graduate education,We struggle to meet basic needs,SS2,Humanities,Good,Good,Nil,Nil,Nil,Good,Unknown,Excellent,Nil,Nil,Nil,More than 10 hours,No,Every day,Never,Never,Regularly,Very confident,No,To prepare for a good career,60% - 69%,Weak
Male,15 - 16,Both parents,Post-graduate education,We meet our needs but can't afford luxuries,SS3,Science,Excellent,Good,Unknown,Excellent,Unknown,Nil,Nil,Nil,Nil,Nil,Nil,Less than 5 hours,Regularly,Every day,Never,Occasionally,Regularly,Not confident,Yes,To learn and gain knowledge,40% - 59%,Average
Male,15 - 16,Single parent,Secondary school,We struggle to meet basic needs,SS1,Science,Excellent,Poor,Excellent,Good,Unknown,Nil,Nil,Nil,Nil,Nil,Nil,More than 10 hours,No,Every day,Frequently,Never,Never,Somewhat confident,Yes,To prepare for a good career,70% - 100%,Average
Male,15 - 16,Both parents,Post-graduate education,We meet our needs but can't afford luxuries,SS3,Science,Good,Good,Unknown,Unknown,Unknown,Nil,Nil,Nil,Nil,Nil,Nil,Less than 5 hours,Regularly,Every day,Never,Frequently,Sometimes,Somewhat confident,Yes,To prepare for a good career,60% - 69%,Strong
Female,15 - 16,Both parents,Post-graduate education,We meet our needs but can't afford luxuries,SS3,Humanities,Good,Excellent,Nil,Nil,Nil,Unknown,Unknown,Excellent,Nil,Nil,Nil,Less than 5 hours,No,Every day,Never,Never,Regularly,Somewhat confident,Yes,To meet family expectations,70% - 100%,Weak
Female,15 - 16,Both parents,Secondary school,We can afford some luxuries,SS1,Humanities,Excellent,Good,Nil,Nil,Nil,Good,Unknown,Unknown,Nil,Nil,Nil,5 - 10 hours,Regularly,Every day,Frequently,Frequently,Sometimes,Very confident,I'm not sure,To avoid being bored at home,70% - 100%,Average
Female,12 - 14,Both parents,Higher Education,We can afford some luxuries,SS3,Humanities,Excellent,Excellent,Nil,Nil,Nil,Good,Unknown,Unknown,Nil,Nil,Nil,Less than 5 hours,No,Every day,Never,Never,Sometimes,Not confident,Yes,To prepare for a good career,40% - 59%,Strong
Female,15 - 16,Both parents,Post-graduate education,We are financially comfortable,SS3,Science,Good,Excellent,Unknown,Good,Good,Nil,Nil,Nil,Nil,Nil,Nil,Less than 5 hours,Regularly,Every day,Never,Frequently,Regularly,Very confident,No,To prepare for a good career,Below 40%,Average
Female,15 - 16,Single parent,Higher Education,We are financially comfortable,SS3,Science,Excellent,Good,Fair,Unknown,Unknown,Nil,Nil,Nil,Nil,Nil,Nil,Less than 5 hours,Regularly,Every day,Never,Never,Never,Not confident,I'm not sure,To learn and gain knowledge,60% - 69%,Strong
Female,15 - 16,Both parents,Post-graduate education,We can afford some luxuries,SS3,Science,Good,Fair,Good,Unknown,Unknown,Nil,Nil,Nil,Nil,Nil,Nil,More than 15 hours,Regularly,Every day,Occasionally,Never,Regularly,Very confident,Yes,To prepare for a good career,40% - 59%,Strong
Male,15 - 16,Both parents,Post-graduate education,We struggle to meet basic needs,SS3,Science,Excellent,Good,Excellent,Unknown,Unknown,Nil,Nil,Nil,Nil,Nil,Nil,Less than 5 hours,Regularly,Every day,Frequently,Occasionally,Never,Somewhat confident,Yes,To prepare for a good career,60% - 69%,Strong
Male,12 - 14,Both parents,Primary school,We can afford some luxuries,SS2,Science,Good,Good,Unknown,Unknown,Good,Nil,Nil,Nil,Nil,Nil,Nil,5 - 10 hours,No,Every day,Occasionally,Never,Regularly,Somewhat confident,Yes,To learn and gain knowledge,70% - 100%,Average
Female,15 - 16,Both parents,Post-graduate education,We struggle to meet basic needs,SS2,Science,Fair,Good,Unknown,Excellent,Fair,Nil,Nil,Nil,Nil,Nil,Nil,5 - 10 hours,No,Every day,Occasionally,Never,Never,Somewhat confident,No,To learn and gain knowledge,60% - 69%,Average
Male,12 - 14,Single parent,Higher Education,We are financially comfortable,SS3,Humanities,Excellent,Excellent,Nil,Nil,Nil,Unknown,Unknown,Excellent,Nil,Nil,Nil,More than 15 hours,Occasionally,Every day,Never,Never,Regularly,Very confident,I'm not sure,To learn and gain knowledge,Below 40%,Strong
Male,15 - 16,Both parents,Secondary school,We can afford some luxuries,SS3,Humanities,Excellent,Excellent,Nil,Nil,Nil,Unknown,Fair,Unknown,Nil,Nil,Nil,More than 15 hours,Regularly,Every day,Occasionally,Never,Never,Somewhat confident,Yes,Others,60% - 69%,Strong
Male,17 - 18,Both parents,Higher Education,We can afford some luxuries,SS1,Humanities,Excellent,Fair,Nil,Nil,Nil,Unknown,Good,Unknown,Nil,Nil,Nil,Less than 5 hours,Regularly,Every day,Never,Never,Regularly,Very confident,No,To learn and gain knowledge,Below 40%,Average
Female,15 - 16,Both parents,Secondary school,We can afford some luxuries,SS3,Science,Good,Good,Good,Unknown,Poor,Nil,Nil,Nil,Nil,Nil,Nil,Less than 5 hours,Regularly,Every day,Occasionally,Never,Sometimes,Very confident,Yes,To learn and gain knowledge,40% - 59%,Weak
Male,15 - 16,Both parents,Post-graduate education,We are financially comfortable,SS1,Humanities,Good,Good,Nil,Nil,Nil,Unknown,Excellent,Unknown,Nil,Nil,Nil,5 - 10 hours,No,Occasionally,Never,Frequently,Sometimes,Somewhat confident,Yes,To prepare for a good career,70% - 100%,Average
Female,15 - 16,Both parents,Secondary school,We meet our needs but can't afford luxuries,SS3,Science,Excellent,Good,Unknown,Unknown,Fair,Nil,Nil,Nil,Nil,Nil,Nil,5 - 10 hours,No,Every day,Never,Never,Regularly,Very confident,I'm not sure,To prepare for a good career,70% - 100%,Strong
Female,15 - 16,Both parents,Secondary school,We can afford some luxuries,SS3,Humanities,Excellent,Fair,Nil,Nil,Nil,Good,Unknown,Excellent,Nil,Nil,Nil,5 - 10 hours,No,Every day,Never,Frequently,Never,Somewhat confident,No,To learn and gain knowledge,70% - 100%,Weak
Male,12 - 14,Both parents,Higher Education,We are financially comfortable,SS3,Science,Good,Fair,Fair,Good,Fair,Nil,Nil,Nil,Nil,Nil,Nil,Less than 5 hours,Occasionally,Every day,Never,Never,Sometimes,Somewhat confident,No,To learn and gain knowledge,40% - 59%,Average
Female,15 - 16,Both parents,Post-graduate education,We meet our needs but can't afford luxuries,SS2,Humanities,Good,Fair,Nil,Nil,Nil,Unknown,Unknown,Unknown,Nil,Nil,Nil,Less than 5 hours,No,Every day,Never,Occasionally,Sometimes,Very confident,Yes,To prepare for a good career,70% - 100%,Average
Male,15 - 16,Single parent,Higher Education,We are financially comfortable,SS3,Science,Good,Fair,Good,Fair,Fair,Nil,Nil,Nil,Nil,Nil,Nil,5 - 10 hours,Occasionally,Every day,Never,Frequently,Sometimes,Somewhat confident,Yes,To prepare for a good career,60% - 69%,Average
Female,15 - 16,Both parents,Post-graduate education,We meet our needs but can't afford luxuries,SS3,Humanities,Excellent,Poor,Nil,Nil,Nil,Good,Good,Unknown,Nil,Nil,Nil,Less than 5 hours,Regularly,Every day,Never,Never,Regularly,Somewhat confident,No,To prepare for a good career,Below 40%,Weak
Female,12 - 14,Both parents,Higher Education,We are financially comfortable,SS2,Science,Excellent,Good,Excellent,Good,Unknown,Nil,Nil,Nil,Nil,Nil,Nil,Less than 5 hours,Regularly,Every day,Never,Frequently,Sometimes,Very confident,Yes,To meet family expectations,40% - 59%,Average
Female,15 - 16,Single parent,Secondary school,We can afford some luxuries,SS3,Humanities,Good,Fair,Nil,Nil,Nil,Fair,Unknown,Unknown,Nil,Nil,Nil,5 - 10 hours,Regularly,Every day,Never,Frequently,Regularly,Somewhat confident,Yes,To prepare for a good career,60% - 69%,Strong
Female,15 - 16,Both parents,Higher Education,We meet our needs but can't afford luxuries,SS3,Humanities,Excellent,Fair,Nil,Nil,Nil,Unknown,Unknown,Excellent,Nil,Nil,Nil,5 - 10 hours,No,Every day,Occasionally,Never,Sometimes,Somewhat confident,Yes,To prepare for a good career,60% - 69%,Average
Female,12 - 14,Both parents,Higher Education,We are financially comfortable,SS3,Humanities,Good,Poor,Nil,Nil,Nil,Unknown,Unknown,Excellent,Nil,Nil,Nil,5 - 10 hours,Regularly,Every day,Never,Never,Sometimes,Somewhat confident,No,To learn and gain knowledge,40% - 59%,Average
Male,15 - 16,Both parents,Post-graduate education,We meet our needs but can't afford luxuries,SS1,Science,Fair,Excellent,Unknown,Good,Excellent,Nil,Nil,Nil,Nil,Nil,Nil,5 - 10 hours,Occasionally,Every day,Never,Occasionally,Never,Not confident,Yes,To meet family expectations,70% - 100%,Average
Female,12 - 14,Both parents,Secondary school,We are financially comfortable,SS3,Commercial,Fair,Good,Nil,Nil,Nil,Nil,Nil,Nil,Unknown,Unknown,Unknown,Less than 5 hours,No,Every day,Never,Occasionally,Regularly,Somewhat confident,I'm not sure,To prepare for a good career,70% - 100%,Average
Male,15 - 16,Both parents,Higher Education,We meet our needs but can't afford luxuries,SS2,Science,Excellent,Excellent,Good,Good,Unknown,Nil,Nil,Nil,Nil,Nil,Nil,Less than 5 hours,Regularly,Every day,Never,Never,Regularly,Somewhat confident,Yes,To learn and gain knowledge,70% - 100%,Strong
Female,15 - 16,Both parents,Higher Education,We can afford some luxuries,SS3,Science,Good,Good,Unknown,Fair,Excellent,Nil,Nil,Nil,Nil,Nil,Nil,More than 15 hours,Occasionally,Every day,Never,Never,Regularly,Not confident,Yes,To avoid being bored at home,60% - 69%,Average
Female,15 - 16,Single parent,Post-graduate education,We are financially comfortable,SS2,Humanities,Fair,Excellent,Nil,Nil,Nil,Unknown,Excellent,Unknown,Nil,Nil,Nil,Less than 5 hours,No,Every day,Occasionally,Never,Never,Somewhat confident,I'm not sure,To avoid being bored at home,60% - 69%,Strong
Male,15 - 16,Single parent,Secondary school,We struggle to meet basic needs,SS3,Humanities,Good,Excellent,Nil,Nil,Nil,Fair,Unknown,Unknown,Nil,Nil,Nil,Less than 5 hours,No,Every day,Occasionally,Frequently,Regularly,Somewhat confident,I'm not sure,To prepare for a good career,40% - 59%,Average
Male,15 - 16,Both parents,Post-graduate education,We can afford some luxuries,SS3,Science,Good,Poor,Good,Unknown,Fair,Nil,Nil,Nil,Nil,Nil,Nil,Less than 5 hours,Regularly,Every day,Never,Occasionally,Never,Somewhat confident,Yes,To learn and gain knowledge,70% - 100%,Average
Male,15 - 16,Both parents,Higher Education,We are financially comfortable,SS3,Humanities,Good,Excellent,Nil,Nil,Nil,Unknown,Unknown,Good,Nil,Nil,Nil,Less than 5 hours,Regularly,Every day,Never,Occasionally,Never,Somewhat confident,Yes,To prepare for a good career,70% - 100%,Strong
Female,15 - 16,Both parents,Secondary school,We meet our needs but can't afford luxuries,SS3,Humanities,Good,Fair,Nil,Nil,Nil,Unknown,Excellent,Good,Nil,Nil,Nil,Less than 5 hours,No,Every day,Never,Frequently,Regularly,Very confident,No,To prepare for a good career,40% - 59%,Average
Male,12 - 14,Both parents,Post-graduate education,We are financially comfortable,SS2,Science,Excellent,Excellent,Unknown,Unknown,Unknown,Nil,Nil,Nil,Nil,Nil,Nil,5 - 10 hours,Regularly,Every day,Never,Frequently,Sometimes,Somewhat confident,Yes,To prepare for a good career,70% - 100%,Strong
Male,15 - 16,Both parents,Secondary school,We meet our needs but can't afford luxuries,SS3,Science,Good,Excellent,Excellent,Unknown,Excellent,Nil,Nil,Nil,Nil,Nil,Nil,Less than 5 hours,Regularly,Every day,Never,Occasionally,Sometimes,Somewhat confident,Yes,To learn and gain knowledge,70% - 100%,Strong
Female,15 - 16,Both parents,Post-graduate education,We meet our needs but can't afford luxuries,SS3,Science,Good,Excellent,Unknown,Unknown,Unknown,Nil,Nil,Nil,Nil,Nil,Nil,Less than 5 hours,No,Every day,Occasionally,Occasionally,Never,Very confident,Yes,To prepare for a good career,70% - 100%,Average
Female,15 - 16,Both parents,Post-graduate education,We struggle to meet basic needs,SS3,Humanities,Excellent,Good,Nil,Nil,Nil,Good,Unknown,Unknown,Nil,Nil,Nil,5 - 10 hours,No,Every day,Never,Frequently,Regularly,Somewhat confident,I'm not sure,To prepare for a good career,70% - 100%,Strong
Female,17 - 18,Both parents,Secondary school,We can afford some luxuries,SS3,Science,Good,Fair,Good,Unknown,Unknown,Nil,Nil,Nil,Nil,Nil,Nil,Less than 5 hours,No,Every day,Never,Never,Sometimes,Somewhat confident,I'm not sure,To learn and gain knowledge,40% - 59%,Average
Female,15 - 16,Single parent,Secondary school,We meet our needs but can't afford luxuries,SS3,Science,Good,Good,Unknown,Good,Unknown,Nil,Nil,Nil,Nil,Nil,Nil,More than 10 hours,No,Every day,Never,Never,Regularly,Very confident,No,To learn and gain knowledge,40% - 59%,Average
Female,12 - 14,Both parents,Higher Education,We struggle to meet basic needs,SS3,Science,Good,Excellent,Good,Excellent,Good,Nil,Nil,Nil,Nil,Nil,Nil,More than 10 hours,Regularly,Every day,Never,Occasionally,Sometimes,Somewhat confident,I'm not sure,To meet family expectations,60% - 69%,Strong
Female,15 - 16,Single parent,Post-graduate education,We meet our needs but can't afford luxuries,SS3,Science,Excellent,Excellent,Excellent,Unknown,Fair,Nil,Nil,Nil,Nil,Nil,Nil,More than 10 hours,No,Occasionally,Never,Never,Regularly,Very confident,Yes,To prepare for a good career,60% - 69%,Strong
Male,15 - 16,Both parents,Higher Education,We are financially comfortable,SS3,Science,Good,Excellent,Unknown,Unknown,Unknown,Nil,Nil,Nil,Nil,Nil,Nil,More than 15 hours,No,Every day,Occasionally,Never,Sometimes,Not confident,I'm not sure,Others,60% - 69%,Strong
Male,15 - 16,Both parents,Higher Education,We meet our needs but can't afford luxuries,SS3,Humanities,Good,Fair,Nil,Nil,Nil,Excellent,Unknown,Good,Nil,Nil,Nil,5 - 10 hours,Occasionally,Every day,Never,Occasionally,Never,Not confident,Yes,To learn and gain knowledge,70% - 100%,Strong
Female,12 - 14,Both parents,Post-graduate education,We can afford some luxuries,SS1,Science,Excellent,Excellent,Unknown,Fair,Fair,Nil,Nil,Nil,Nil,Nil,Nil,Less than 5 hours,Occasionally,Every day,Never,Never,Sometimes,Somewhat confident,No,To prepare for a good career,70% - 100%,Average
Male,15 - 16,Both parents,Post-graduate education,We meet our needs but can't afford luxuries,SS3,Humanities,Good,Excellent,Nil,Nil,Nil,Unknown,Unknown,Excellent,Nil,Nil,Nil,Less than 5 hours,No,Most days,Occasionally,Never,Regularly,Somewhat confident,Yes,To prepare for a good career,60% - 69%,Strong
Male,12 - 14,Both parents,Secondary school,We are financially comfortable,SS3,Humanities,Fair,Good,Nil,Nil,Nil,Unknown,Unknown,Unknown,Nil,Nil,Nil,Less than 5 hours,Regularly,Occasionally,Never,Never,Sometimes,Somewhat confident,Yes,To learn and gain knowledge,60% - 69%,Average
Male,15 - 16,Both parents,Secondary school,We meet our needs but can't afford luxuries,SS3,Science,Excellent,Poor,Unknown,Excellent,Fair,Nil,Nil,Nil,Nil,Nil,Nil,Less than 5 hours,No,Every day,Frequently,Occasionally,Regularly,Very confident,Yes,To prepare for a good career,70% - 100%,Strong
Male,15 - 16,Both parents,Higher Education,We meet our needs but can't afford luxuries,SS3,Science,Good,Good,Excellent,Unknown,Unknown,Nil,Nil,Nil,Nil,Nil,Nil,Less than 5 hours,Occasionally,Every day,Occasionally,Frequently,Never,Somewhat confident,No,To learn and gain knowledge,60% - 69%,Strong
Female,12 - 14,Both parents,Secondary school,We meet our needs but can't afford luxuries,SS1,Humanities,Excellent,Good,Nil,Nil,Nil,Good,Excellent,Unknown,Nil,Nil,Nil,Less than 5 hours,No,Occasionally,Occasionally,Never,Sometimes,Somewhat confident,Yes,To learn and gain knowledge,60% - 69%,Strong
Female,15 - 16,Both parents,Higher Education,We meet our needs but can't afford luxuries,SS3,Humanities,Fair,Excellent,Nil,Nil,Nil,Good,Good,Unknown,Nil,Nil,Nil,Less than 5 hours,No,Every day,Never,Never,Never,Very confident,Yes,Others,Below 40%,Strong
Female,15 - 16,Both parents,Post-graduate education,We can afford some luxuries,SS2,Science,Excellent,Fair,Good,Good,Unknown,Nil,Nil,Nil,Nil,Nil,Nil,Less than 5 hours,Occasionally,Every day,Never,Occasionally,Sometimes,Very confident,Yes,To learn and gain knowledge,70% - 100%,Strong
Male,12 - 14,Single parent,Higher Education,We can afford some luxuries,SS1,Humanities,Good,Good,Nil,Nil,Nil,Unknown,Unknown,Good,Nil,Nil,Nil,Less than 5 hours,Regularly,Every day,Never,Never,Sometimes,Very confident,No,To prepare for a good career,70% - 100%,Strong
Female,15 - 16,Both parents,Secondary school,We meet our needs but can't afford luxuries,SS2,Humanities,Good,Fair,Nil,Nil,Nil,Unknown,Good,Unknown,Nil,Nil,Nil,Less than 5 hours,No,Every day,Never,Occasionally,Regularly,Very confident,No,To prepare for a good career,70% - 100%,Strong
Female,15 - 16,Both parents,Secondary school,We can afford some luxuries,SS3,Humanities,Good,Good,Nil,Nil,Nil,Unknown,Excellent,Excellent,Nil,Nil,Nil,Less than 5 hours,No,Every day,Never,Frequently,Sometimes,Not confident,Yes,To avoid being bored at home,70% - 100%,Average
Female,12 - 14,Single parent,Post-graduate education,We can afford some luxuries,SS3,Humanities,Excellent,Excellent,Nil,Nil,Nil,Unknown,Unknown,Excellent,Nil,Nil,Nil,Less than 5 hours,Regularly,Every day,Frequently,Never,Sometimes,Not confident,Yes,To prepare for a good career,60% - 69%,Average
Female,15 - 16,Single parent,Post-graduate education,We meet our needs but can't afford luxuries,SS1,Science,Excellent,Excellent,Fair,Fair,Good,Nil,Nil,Nil,Nil,Nil,Nil,Less than 5 hours,No,Every day,Never,Never,Sometimes,Somewhat confident,Yes,To prepare for a good career,40% - 59%,Average
Female,15 - 16,Both parents,Higher Education,We can afford some luxuries,SS3,Humanities,Good,Fair,Nil,Nil,Nil,Unknown,Fair,Unknown,Nil,Nil,Nil,Less than 5 hours,No,Every day,Never,Never,Never,Very confident,No,To avoid being bored at home,70% - 100%,Strong
Female,15 - 16,Both parents,Post-graduate education,We are financially comfortable,SS3,Science,Good,Good,Excellent,Unknown,Excellent,Nil,Nil,Nil,Nil,Nil,Nil,Less than 5 hours,Occasionally,Every day,Occasionally,Occasionally,Never,Not confident,Yes,To avoid being bored at home,60% - 69%,Strong
Female,15 - 16,Both parents,Higher Education,We meet our needs but can't afford luxuries,SS3,Humanities,Excellent,Poor,Nil,Nil,Nil,Excellent,Unknown,Unknown,Nil,Nil,Nil,5 - 10 hours,No,Every day,Never,Never,Regularly,Somewhat confident,No,To prepare for a good career,40% - 59%,Average
Female,15 - 16,Both parents,Secondary school,We meet our needs but can't afford luxuries,SS3,Science,Excellent,Good,Good,Unknown,Unknown,Nil,Nil,Nil,Nil,Nil,Nil,Less than 5 hours,No,Every day,Never,Never,Sometimes,Very confident,No,To prepare for a good career,60% - 69%,Strong
Female,15 - 16,Both parents,Higher Education,We meet our needs but can't afford luxuries,SS3,Science,Excellent,Good,Unknown,Unknown,Poor,Nil,Nil,Nil,Nil,Nil,Nil,Less than 5 hours,Occasionally,Every day,Never,Never,Sometimes,Somewhat confident,Yes,To learn and gain knowledge,70% - 100%,Average
Female,15 - 16,Both parents,Post-graduate education,We are financially comfortable,SS3,Humanities,Fair,Good,Nil,Nil,Nil,Good,Unknown,Excellent,Nil,Nil,Nil,Less than 5 hours,Occasionally,Every day,Frequently,Frequently,Sometimes,Somewhat confident,Yes,To prepare for a good career,40% - 59%,Strong
